time,target,q,dq,tau
3.29,-15.803100247513804,-2.447509119644343,-82.20068082977372,147.5207567658648
3.3000000000000003,-16.180339887498945,-3.254093202751654,-80.65840831073108,154.2272519042641
3.31,-16.54161148549123,-4.04465011097197,-79.05569082203161,160.27174886994624
3.3200000000000003,-16.886558510040313,-4.818636135242851,-77.39860242708808,165.70883949435301
3.33,-17.214840540078864,-5.575563168960631,-75.69270337177801,170.58990553100762
3.34,-17.52613360087726,-6.314993886162224,-73.94307172015932,174.96316516186846
3.35,-17.82013048376736,-7.036537230217233,-72.1543344055009,178.8737314658415
3.36,-18.09654104932038,-7.739844206134491,-70.33069759172588,182.36368137750264
3.37,-18.355092513679622,-8.424603968675953,-68.47597625414623,185.47213375796446
3.38,-18.595529717765025,-9.090540197688288,-66.59362290123345,188.2353352912789
3.39,-18.817615379084508,-9.737407751399772,-64.68675537114846,190.6867530084976
3.4,-19.02113032590307,-10.364989587878531,-62.75818364787599,192.8571723272479
3.41,-19.20587371353886,-10.973093944399539,-60.81043565210066,194.77479957753297
3.42,-19.371663222572618,-11.56155176411414,-58.845781971460255,196.4653680640405
3.43,-19.518335238774952,-12.130214359149575,-56.86625950354347,197.9522467916787
3.44,-19.64574501457377,-12.678951299079593,-54.87369399300181,199.2565510541658
3.45,-19.753766811902757,-13.20764851359408,-52.86972145144872,200.39725415530916
3.46,-19.842294026289558,-13.716206598148663,-50.85580845545819,201.39129959905335
3.47,-19.9112392920616,-14.20453931138849,-48.833271323982814,202.25371314753716
3.48,-19.960534568565432,-14.6725722532077,-46.80329418192109,202.9977142061726
3.49,-19.990131207314633,-15.120241712421779,-44.766945921407846,203.63482605132435
3.5,-20.0,-15.547493673188914,-42.72519607671349,204.17498446943574
3.5100000000000002,-19.99013120731463,-15.954282969513391,-40.678929632447684,204.62664442658053
3.52,-19.960534568565432,-16.340572577394425,-38.628960788103534,204.99688443441494
3.5300000000000002,-19.911239292061598,-16.70633303444321,-36.57604570487868,205.29150832248502
3.54,-19.842294026289558,-17.05154197707521,-34.520894263200006,205.51514416786748
3.5500000000000003,-19.753766811902754,-17.37618378569008,-32.46418086148718,205.67134017128268
3.56,-19.645745014573773,-17.68024932857453,-30.4065542884448,205.7626573042382
3.5700000000000003,-19.518335238774945,-17.963735795600527,-28.34864670259994,205.79075858448581
3.58,-19.371663222572625,-18.2266466131398,-26.291081753927156,205.7564948672785
3.59,-19.205873713538864,-18.468991431972306,-24.234481883250854,205.65998706763023
3.6,-19.021130325903076,-18.690786180329397,-22.179474835709048,205.50070475418062
3.61,-18.817615379084515,-18.892053174578646,-20.126699424924983,205.2775410784065
3.62,-18.595529717765032,-19.0728212804255,-18.07681058468542,204.98888402395636
3.63,-18.35509251367963,-19.233126117874367,-16.03048374488664,204.6326839798776
3.64,-18.096541049320386,-19.373010303557372,-13.98841856830061,204.20651765860327
3.65,-17.820130483767368,-19.492523724400893,-11.951342084352056,203.70764839485537
3.66,-17.52613360087727,-19.591723836956895,-9.920011255600087,203.1330828751968
3.67,-17.214840540078875,-19.670675987076898,-7.895215012000266,202.47962435998215
3.68,-16.886558510040302,-19.72945374494991,-5.877775787301228,201.7439224699038
3.69,-16.541611485491238,-19.768139250861076,-3.868550591116301,200.92251961849271
3.7,-16.180339887498953,-19.786823567354272,-1.8684316493197524,200.0118941796549
3.71,-15.803100247513814,-19.785607033798872,0.12165335553988244,199.00850048596348
3.72,-15.410264855515772,-19.76459961966759,2.100741413128423,197.90880575885404
3.73,-15.002221392609203,-19.723921273128674,4.06783465389149,196.70932407630661
3.74,-14.579372548428221,-19.663702261841053,6.021901128762076,195.40664748705868
3.75,-14.142135623730969,-19.58408350311513,7.961875872592284,193.9974743830208
3.7600000000000002,-13.69094211857377,-19.48521688086488,9.886662225025137,192.4786352432853
3.77,-13.226237306473037,-19.367265547028197,11.79513338366818,190.84711586430413
3.7800000000000002,-12.748479794973795,-19.23040420537241,13.686134165578942,189.10007819107625
3.79,-12.258141073059534,-19.074819375830206,15.558482954220354,187.23487886414125
3.8000000000000003,-11.755705045849469,-18.90070963772837,17.410973810183656,185.24908559633005
